9782731610505,2731610506,,Les Humanoïdes Associés,1998,52.000000,Durango,Yves Swolfs,,,9782731610505
9782731610970,2731610972,,Les Humanoïdes Associés,1994,52.000000,L'héritière,Yves Swolfs,,,9782731610970
9782731612721,273161272X,,Les Humanoïdes Associés,1998,48.000000,Sans pitié,Yves Swolfs,,,9782731612721
9782803625567,2803625563,,,2009-06-19,46.000000,Peut-mieux faire !,"Godi,;Zidrou,",,,9782803625567
9782803621804,2803621800,"Ducobu suivrait-il les pas d'Albert Einstein ? L'éternel abonné au 0 passe tout d'un coup à. 280 ! Oui, vous avez bien lu. Un test de Q.I. a révélé que le roi des cancres usurpait son trône, ravalant du même coup Léonie Gratin au rang de génie de seconde main. L'Education Nationale se remettra-t-elle d'un pareil séisme ? Monsieur Ducobu, pour sa part, prend le problème très au sérieux. Quel genre de père serait-il s'il ne se consacrait pas entièrement à la guérison de ce «kuhi» si effrayant ?!? Courage, notre cancre préféré ne quittera pas les verts pâturages de l'insouciance si facilement !",,2006-08-23,46.000000,280 de QI !,"Zidrou,;Godi,",,,9782803621804
9782803624379,2803624370,"C'est un véritable retour aux sources pour l'Elève Ducobu! L'Empereur des cancres retrouve son royaume - le coin - et sa bataille éternelle contre les interrogations-surprises. Mais il n'est pas revenu les mains vides: jamais avare de réflexions lorsqu'il s'agit de trouver de nouveaux moyens de tricher, il a mobilisé toutes ses cellules grises pour ne jamais avoir à apprendre combien font 6x7. Zidrou et Godi nous le prouvent même séance tenante en nous invitant dans le cerveau de Ducobu, décidément bien sollicité par cette maudite école! Entre rire et poésie, Zidrou et Godi poursuivent leur charge effrénée contre le «prêt-à-penser» tellement répandu de nos jours, pour le plus grand bonheur de tous les lecteurs de notre «alter-éducationniste» préféré !",,2008-08-29,46.000000,Premier de la classe (en commençant par la fin),Zidrou,,,9782803624379
9782723414135,2723414132,"Ils sont partis direction le Sud... Partis à la recherche d'ultimes secrets, de lointains souvenirs, de miraculeux pouvoirs... Partis pour fuir le Duc Malik, ses sbires, sa folie et sa haine... Partis pour vaincre la soif, et préserver à jamais le secret de la jeunesse éternelle. Au bout du voyage, le Prince de Mortelune va découvrir don destin... Après avoir traversé villes en ruines, côtoyé ces êtres hybrides qui peuplent d'étranges décors, Violhaine et Nicolas, eux aussi, trouveront les réponses qui hantaient leurs rêves les plus secrets... Adamov et Cothias, en peintres du futur, avec ce cinquième épisode des "" Eaux de Mortelune "" bouclent l'étrange itinéraire de Violhaine, la belle au visage de marbre. Avec jubilation, invention et ironie, ces deux maîtres de l'imaginaire, après le "" Vent des Dieux "", donnent à la science-fiction, une de ses meilleures B.D.",,1992,48.000000,Vague à lames,Patrick Cothias;Philippe Adamov,,,9782723414135
9782203345249,2203345241,"- Allons ! Ne soyez pas effrayés ! Ce n'est qu'un esprit rêveur ! Un étranger qui ne menace personne. Oh, regardez ! Il ouvre les yeux ! - Super Nova ! C'est vous qui l'avez éveillé. Nous avons laissé passer notre chance d'échapper à ce monstre ! C'est affreux !",,2001,64.000000,Sra,Moebius,,,9782203345249
9782906187252,2906187259,,,1989,64.000000,Elektra,Frank Miller,,,9782906187252
9782906187269,2906187267,,,1989,64.000000,Elektra,Frank Miller,,,9782906187269
9782876950986,2876950987,,,1993-06-01,73.000000,Elektra le retour,Frank Miller;Janine Bharucha,,,9782876950986
9782869671980,2869671989,,,1992-11-01,48.000000,Le cri du Grouse,Jacky Goupil;Didier Crisse,,,9782869671980
9782869672925,2869672926,,Vents d'Ouest,1994,62.000000,Le goût de Sulfur,Jacky Goupil;Didier Crisse,,,9782869672925
9782203341012,2203341017,,,1987,47.000000,Ergün mort ou vif,Benoît Peeters;Patrick Deubelbeiss,,,9782203341012
9782203335028,2203335025,,,1981,46.000000,Le maître des ténèbres,Didier Comès,,,2203335025
9782723416160,272341616X,,,1993,,L'étoile noire,Juan Giménez;Ricardo Barreiro,,,9782723416160
9782723414555,2723414558,,,1994-02-01,48.000000,"Toi, le désir",Ana Mirallès;Antonio Segura,,,9782723414555
9782950682611,2950682618,"C'est dans son atelier du 11e arrondissement parisien, où il se cache depuis quelques années, que l'ours texan prépare, répare et bonifie son intégrale des Freak Brothers, définitive et en français. C'est là qu'il nous a reçu, histoire de retrouver quelques souvenirs et de rétablir deux ou trois vérités... A deux pas de son dealer de houblon favori, à deux pâtés de maison du repos pas si éternel que ça de Jim Morrison (fin de la concession au père Lachaise en 2002 ! ), et à deux stations de métro de Thé-Troc, la boutique des années "" freaks "" et éditeur de la présente collection.",,2003-04-01,48.000000,Les Fabuleux Freak Brothers,Gilbert Shelton,,,9782950682611
9782950682635,2950682634,,,1996-01-01,,Les Fabuleux Freak Brothers,Gilbert Shelton;Dave Sheridan,,,2950682635
9782205047912,2205047914,,,2000-05-12,50.000000,Fatum tome 4 : En ton nom...,"François Marcela-Froideval;Francard,",,,9782205047912
9782916739366,291673936X,Les aventures d'un trio dépareillé d'adolescents - deux filles et un loup-garou - qui s'inscrivent dans une école supérieure un peu miteuse afin d'obtenir leur diplôme de superhéros. Humour et action sont au rendez-vous dans cet épisode où le talent des trois jeunes ne semble pas s'imposer de lui-même. Dessin vif et précis qui emprunte aussi bien aux comics et au manga qu'à la tradition franco-belge. [SDM].,,2008-07-03,131.000000,Etrange université,Florent Maudoux,,,9782916739366
9782916739625,2916739629,"- Vous êtes les héros de demain, combattre le Démon sous toutes ses formes sera votre devoir, votre malédiction... Pour remplir au mieux cette tâche, vous allez apprendre à entrer dans la tête de votre ennemi le plus intime, à comprendre comment il fonctionne pour mieux anticiper le moindre de ses mouvements. Le titre de votre prochain exercice est : ""Comment conquérir le monde ?""",,2009,137.000000,Freaks' squeele,Florent Maudoux,,,9782916739625
9782359100112,2359100114,Assistez ce soir à la plus incroyable des rencontres : un combat d'anthologie entre deux universités de héros représentées par leur champion respectif. Super-pouvoirs divins contre puissances démoniaques ! Place au spectacle et aux jeux !,Ankama éditions,2010,139.000000,Le Tango de la Mort,Florent Maudoux,,,9782359100112
9782359101256,2359101250,"Retrouvez Ombre, le loup-garou au grand coeur, Chance, la démonette facétieuse ou encore Xiong Mao, l’experte en castagne dans la course-poursuite la plus délirante et la plus longue jamais contée en occident ! Une nuit en enfer sur fond de hurlements bestiaux, de moteurs grondants et... du vrombissement d’un pédalo fou ! Chance va-t-elle retrouver sa terrible épée ? Vous le saurez en vous laissant glisser dans Succube Pizza, le quatrième épisode de Freaks’ Squeele",,2011,141.000000,Succube pizza,Florent Maudoux,,,9782359101256
9782359102628,2359102621,"Au fait... l'un de vous se souvient pourquoi on doit sauver cette université ? Quand je saurai vraiment qui je suis, peut- être que je pourrai répondre à ta sibylline question.",,2012,135.000000,Nanorigines ?,Florent Maudoux,,,9782359102628
9782359104530,2359104535,"Am, un Ange, la Mort, le Diable et la fille de ce dernier sont sur un bateau en Enfer. Stram, le Diable tombe à l'eau. Gram, qui l'y a poussé ?",,2013-09-19,135.000000,Clémentine,Florent Maudoux,,,9782359104530
9782359105278,2359105272,"En avant pour le dernier round opposant les étudiants de la fac aux gardiens de la tradition des super-héros ! Un mur encercle le campus, l'isolant du reste du monde. Coincée entre les deux camps, la trinité de la Mort ne peut soutenir la jeune génération ouvertement. Entre guerre médiatique et émeutes urbaines, le combat paraît bien inégal. Chance et ses amis auront affaire à un ennemi surpuissant qui n'hésitera pas à faire l'usage d'une arme de destruction massive redoutable : l'oubli.",,2015-10-30,152.000000,A move & Z movie,Florent Maudoux,,,9782359105278
9782901076087,2901076084,"Bandes dessinées. Féroce et sardonique, la caricaturiste-conceptrice accouche (c'est le cas de le dire) de quelques épisodes savoureusement uniques où règnent... les mères.",,1982,71.000000,Les mères,Claire Bretécher,,,9782901076087
,,,,1975,78.000000,Les frustrés,Claire Bretécher,,,290107605X
9782918978060,291897806X,,,2010,,Garfield,Jim Davis,,,9782918978060
9782918978053,2918978051,,,2010,,Garfield,Jim Davis,,,9782918978053
9782800103082,2800103086,"Tegneserieepisoder om kontorbudet og altmuligmanden Gastons utrolige opfindelser og fantastiske påhit, der er ved at drive hans kolleger til vanvid",Editions Dupuis,1973,54.000000,Gare aux gaffes du gars gonflé,André Franquin;Jidéhem,,,9782800103082
9782800100883,2800100885,"Tegneserieepisoder om kontorbudet og altmuligmanden Gastons utrolige opfindelser og fantastiske påhit, der er ved at drive hans kolleger til vanvid",Editions Dupuis,1977,61.000000,Des gaffes et des dégâts,André Franquin,,,2800100885
